x,y,z,mg_ca,std,relstd
23.4852,-37.4895,7.076824697796328,0.4736875192176203,0.020249959798468078,0.04274961652338763
23.47871,-37.48189,7.076649445799053,0.45417732085273155,0.015464013294429637,0.03404840485076509
23.47222,-37.47428,7.076474193801777,0.46904399983984124,0.01757496194587051,0.03746975113608024
23.46573,-37.46667,7.0762989418045015,0.4671943359008545,0.013124168204392994,0.028091454017923144
23.45924,-37.45906,7.0761236898072255,0.46520336805543094,0.013998575350255857,0.030091302667842823
23.45276,-37.45146,7.075948690749485,0.45543145450496036,0.018068109812002325,0.039672511929686086
23.44627,-37.44385,7.0757734387522095,0.4374859286222265,0.013624309329339175,0.031142280100862178
23.43978,-37.43624,7.075598186754934,0.4208057336645921,0.013264999043860765,0.03152285718243986
23.43329,-37.42863,7.0754229347576585,0.4263528384217845,0.01881240590127203,0.04412403109806718
23.4268,-37.42102,7.0752476827603825,0.40442435929515524,0.01041767831879017,0.025759275076670602
23.42031,-37.41341,7.075072430763107,0.41792840672324705,0.011028526963503692,0.026388555518330206
23.41382,-37.4058,7.0748971787658315,0.4079633531475091,0.013977255123229582,0.03426105559578476
23.40733,-37.39819,7.0747219267685555,0.4006114806989124,0.011491781441595673,0.02868560187428216
23.40085,-37.39058,7.0745468286551105,0.4075336395795371,0.010380871778110893,0.025472429193381694
23.39436,-37.38297,7.0743715766578354,0.4025647456382603,0.011802728174626347,0.029318832069890523
23.38787,-37.37537,7.074196423716264,0.38949675349465235,0.00932916947235441,0.023951854254627303
23.38138,-37.36776,7.074021171718989,0.394467122679434,0.014659949666043216,0.03716393286838434
23.37489,-37.36015,7.073845919721713,0.40421219750062926,0.01696148388352054,0.04196183091059279
23.3684,-37.35254,7.073670667724437,0.41126016959468925,0.017172543834260458,0.04175591293264451
23.36191,-37.34493,7.0734954157271615,0.40181779561052433,0.01523691263737454,0.03791995477508278
23.35542,-37.33732,7.073320163729886,0.4016540418532884,0.012115387513561523,0.030163738568792727
23.34894,-37.32971,7.0731450656164405,0.39286582105094797,0.009283810604484662,0.023630995894857218
23.34245,-37.3221,7.0729698136191645,0.3875490319385824,0.013056054959501396,0.033688782279220036
23.33596,-37.31449,7.0727945616218895,0.40202732359717563,0.011547203504504664,0.028722434587741506
