x,y,z,mg_ca,std,relstd
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.44284679593683474,0.01,0.02
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5025009056507544,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.03
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.5376321079797735,0.02,0.04
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.531709462173816,0.03,0.05
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.531709462173816,0.03,0.05
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.531709462173816,0.03,0.05
NA,NA,NA,0.531709462173816,0.03,0.06
NA,NA,NA,0.526323595833106,0.03,0.06
NA,NA,NA,0.526323595833106,0.03,0.05
NA,NA,NA,0.526323595833106,0.03,0.05
NA,NA,NA,0.526323595833106,0.03,0.05
NA,NA,NA,0.526323595833106,0.03,0.06
