sampleID,x,y,z,mg_ca,std,relstd,dist
ND-1016-3,-31.69432,-18.43925,-1.09522363065455,0.11345395722375458,0.00472354090098265,0.04163398982784581,0.85
ND-1016-3,-31.68866,-18.43101,-1.0952766543842969,0.11473311396076108,0.00337491113836355,0.02941531892455896,0.86
ND-1016-3,-31.68301,-18.42276,-1.095333310752063,0.11186250981967676,0.00705240695542636,0.0630453130972557,0.87
ND-1016-3,-31.67735,-18.41451,-1.0953878518176727,0.11187242890570429,0.00442547207244087,0.03955820138821731,0.88
ND-1016-3,-31.67169,-18.40627,-1.09544087554742,0.11972592597783012,0.00370634414927659,0.03095690527349024,0.89
ND-1016-3,-31.66604,-18.39802,-1.0954975319151845,0.12693886131219909,0.01215659930606453,0.09576735745380648,0.9
ND-1016-3,-31.66038,-18.38977,-1.0955520729807944,0.1224486478448598,0.00699580436687484,0.05713255711682828,0.91
ND-1016-3,-31.65473,-18.38153,-1.095607212012698,0.1204943197840188,0.00393586666761175,0.0326643336770284,0.92
ND-1016-3,-31.64907,-18.37328,-1.0956617530783066,0.12256987863609432,0.00492282802627327,0.04016344048841708,0.93
ND-1016-3,-31.64342,-18.36503,-1.0957184094460717,0.12130296345024702,0.00316224381515481,0.02606897412239913,0.9400000000000001
ND-1016-3,-31.63776,-18.35678,-1.095772950511681,0.12679437583398495,0.00529563772396662,0.04176555694315916,0.9500000000000001
ND-1016-3,-31.6321,-18.34854,-1.09582597424143,0.13186894172949187,0.00589778518120326,0.04472459628364678,0.96
ND-1016-3,-31.62645,-18.34029,-1.0958826306091944,0.13597183821584052,0.00423943021517212,0.03117873723559204,0.97
ND-1016-3,-31.62079,-18.33204,-1.0959371716748048,0.1374164591236547,0.00463732775717476,0.03374652342774929,0.98
ND-1016-3,-31.61514,-18.3238,-1.095992310706707,0.13979139021617132,0.00697456861236078,0.04989269082720628,0.99
ND-1016-3,-31.60948,-18.315550000000002,-1.096046851772317,0.14606464874004035,0.00750143991770447,0.05135698461203448,1
ND-1016-3,-31.60383,-18.3073,-1.0961035081400816,0.14737689324930608,0.00535471281341526,0.03633346242654956,1.01
ND-1016-3,-31.59817,-18.29906,-1.09615653186983,0.14932204804640814,0.00499671514114337,0.03346267484618503,1.02
ND-1016-3,-31.59251,-18.29081,-1.0962110729354386,0.15088928035789095,0.0073485638111497,0.04870169566532364,1.03
ND-1016-3,-31.58686,-18.28256,-1.0962677293032048,0.1509723830904032,0.00712988373641403,0.04722641048955701,1.04
ND-1016-3,-31.5812,-18.27432,-1.0963207530329515,0.1463132822472645,0.00670238435697317,0.04580844783214123,1.05
ND-1016-3,-31.57555,-18.26607,-1.0963774094007177,0.1462462604615074,0.00574884079459567,0.03930931824481619,1.06
ND-1016-3,-31.56989,-18.25782,-1.0964319504663276,0.1453166689812079,0.0053752437157101,0.03698986326479327,1.07
ND-1016-3,-31.56424,-18.24957,-1.096488606834092,0.14338982182417567,0.00795182135269314,0.05545596787506754,1.08
ND-1016-3,-31.55858,-18.24133,-1.096541630563839,0.141723770274281,0.0051321929990467,0.03621264794970006,1.09
ND-1016-3,-31.55292,-18.23308,-1.0965961716294486,0.14372797466771703,0.00834785688149718,0.05808094701672724,1.1
ND-1016-3,-31.54727,-18.22483,-1.0966528279972143,0.14168563187459426,0.00577183239018441,0.04073689275206856,1.11
ND-1016-3,-31.54161,-18.21659,-1.0967058517269614,0.14130171832955798,0.00666925539165268,0.04719868569537126,1.12
ND-1016-3,-31.53596,-18.20834,-1.0967625080947276,0.14097585446263905,0.00676831659896227,0.04801046693251994,1.1300000000000001
ND-1016-3,-31.5303,-18.20009,-1.0968170491603362,0.1318044174797039,0.00397754980982183,0.03017766692405682,1.1400000000000001
ND-1016-3,-31.52464,-18.19185,-1.0968700728900846,0.12999549203006933,0.00446369978421133,0.03433734289169687,1.1500000000000001
ND-1016-3,-31.51899,-18.1836,-1.096926729257849,0.12572278468261616,0.00293803533100694,0.02336915570573732,1.16
ND-1016-3,-31.51333,-18.17535,-1.096981270323459,0.12395000485481314,0.0048972881144152,0.03951018896813729,1.17
ND-1016-3,-31.50768,-18.1671,-1.0970379266912234,0.12497314098545176,0.00508465602070284,0.04068599045049809,1.18
ND-1016-3,-31.50202,-18.15886,-1.0970909504209718,0.12073339253670384,0.0033367425859686,0.02763728009178743,1.19
ND-1016-3,-31.49637,-18.15061,-1.0971476067887362,0.12101052163335912,0.00523331790251633,0.04324680062426619,1.2
ND-1016-3,-31.49071,-18.14236,-1.0972021478543466,0.12017367855650345,0.00701006583193579,0.05833278897791077,1.21
ND-1016-3,-31.48505,-18.13412,-1.0972551715840946,0.12587960949202096,0.00556992164391104,0.04424800542667796,1.22
ND-1016-3,-31.4794,-18.12587,-1.0973118279518594,0.12504306495723572,0.00281673542323552,0.02252612269380022,1.23
ND-1016-3,-31.47374,-18.11762,-1.0973663690174682,0.12459410349802158,0.00411414844077437,0.03302041047905372,1.24
ND-1016-3,-31.46809,-18.10938,-1.097421508049372,0.12085958262431123,0.00691725725832687,0.05723383374431286,1.25
ND-1016-3,-31.46243,-18.10113,-1.0974760491149818,0.12044647146466328,0.00726999031366578,0.06035868236952595,1.26
ND-1016-3,-31.45678,-18.09288,-1.0975327054827462,0.12035776860511696,0.00540817138915897,0.04493412807363273,1.27
ND-1016-3,-31.45112,-18.08463,-1.0975872465483565,0.11981594889141958,0.007380996876524,0.06160279115439684,1.28
ND-1016-3,-31.44546,-18.07639,-1.0976402702781032,0.11953931675010385,0.00631380392618546,0.05281780168933397,1.29
ND-1016-3,-31.43981,-18.06814,-1.0976969266458694,0.11400551077726556,0.0030307291127671,0.0265840580170575,1.3
ND-1016-3,-31.43415,-18.05989,-1.097751467711478,0.11044379273971064,0.0029264300990623,0.0264970083557271,1.31
ND-1016-3,-31.4285,-18.05165,-1.0978066067433825,0.11167765042956553,0.00467211137234514,0.04183568829012767,1.32
ND-1016-3,-31.42284,-18.0434,-1.097861147808991,0.10879191289702056,0.00334921111633714,0.03078547869185295,1.33
ND-1016-3,-31.41719,-18.03515,-1.0979178041767566,0.10058846733927902,0.00581618597751427,0.05782159855261162,1.34
ND-1016-3,-31.41153,-18.02691,-1.0979708279065032,0.09837755138582856,0.00532211990466545,0.05409892632713074,1.35
ND-1016-3,-31.40587,-18.01866,-1.0980253689721136,0.09778091759533496,0.00524793660808421,0.05367035549617901,1.36
ND-1016-3,-31.40022,-18.01041,-1.0980820253398793,0.09647414673902656,0.00152887947377409,0.01584755631899898,1.37
ND-1016-3,-31.39456,-18.00217,-1.098135049069627,0.0920702529324332,0.0025514678355483,0.02771218449264746,1.3800000000000001
ND-1016-3,-31.38891,-17.99392,-1.098191705437391,0.08818618280358416,0.00342380667699003,0.03882475199789328,1.3900000000000001
ND-1016-3,-31.38325,-17.98567,-1.0982462465030014,0.09147372441207238,0.00382640359715405,0.0418306308368599,1.4000000000000001
ND-1016-3,-31.3776,-17.97742,-1.098302902870767,0.08873555645623431,0.00451797446011091,0.05091504060538848,1.41
ND-1016-3,-31.37194,-17.96918,-1.0983559266005138,0.08670069890894569,0.00558124827647572,0.06437374031248846,1.42
ND-1016-3,-31.36628,-17.96093,-1.0984104676661235,0.0888408275254362,0.00383285028508371,0.04314289265243874,1.43
ND-1016-3,-31.36063,-17.95268,-1.098467124033888,0.09009354567245988,0.00463561150659609,0.05145331413028321,1.44
ND-1016-3,-31.35497,-17.94444,-1.0985201477636364,0.08752645477736702,0.00430741642474166,0.04921273728837803,1.45
ND-1016-3,-31.34932,-17.93619,-1.0985768041314008,0.08947151514051324,0.00463616611647065,0.05181723042456187,1.46
ND-1016-3,-31.34366,-17.92794,-1.0986313451970111,0.08850425574788377,0.00382114871796481,0.04317474550432776,1.47
ND-1016-3,-31.33801,-17.9197,-1.0986864842289144,0.09174504184951689,0.00601267845765373,0.06553682178831984,1.48
ND-1016-3,-31.33235,-17.91145,-1.0987410252945242,0.09866416893268327,0.00798716838884722,0.08095308028486732,1.49
ND-1016-3,-31.32669,-17.9032,-1.0987955663601328,0.09771655986406448,0.00453023064144291,0.04636093050906632,1.5
ND-1016-3,-31.32104,-17.89495,-1.0988522227278985,0.10009623258652026,0.00465867677567816,0.04654197920637363,1.51
ND-1016-3,-31.31538,-17.88671,-1.0989052464576463,0.1032701047354867,0.00454327437831228,0.04399409093221415,1.52
ND-1016-3,-31.30973,-17.87846,-1.0989619028254114,0.1075013137642967,0.00375993802841284,0.03497574026543289,1.53
ND-1016-3,-31.30407,-17.87021,-1.09901644389102,0.10544982164987418,0.00339337539656305,0.0321800012884811,1.54
ND-1016-3,-31.29841,-17.86197,-1.0990694676207684,0.11136370455789042,0.00511794856744564,0.04595706103495484,1.55
ND-1016-3,-31.29276,-17.85372,-1.099126123988534,0.11118306240307076,0.00572326557008551,0.05147605621202469,1.56
ND-1016-3,-31.2871,-17.84547,-1.0991806650541431,0.11043351925237804,0.00466183086131491,0.04221391197957796,1.57
ND-1016-3,-31.28145,-17.83723,-1.0992358040860464,0.11046749926949676,0.00811692403303829,0.0734779377347561,1.58
ND-1016-3,-31.27579,-17.82898,-1.0992903451516556,0.10527777581143365,0.00543932126404404,0.0516663770878536,1.59
ND-1016-3,-31.27014,-17.82073,-1.099347001519421,0.10999507302630657,0.00416745246200373,0.03788762848502348,1.6
ND-1016-3,-31.26448,-17.81248,-1.0994015425850296,0.1083106580496654,0.00659276320552211,0.0608690162559905,1.61
ND-1016-3,-31.25882,-17.80424,-1.099454566314778,0.1018964726594174,0.00413942210803379,0.04062380178624589,1.62
ND-1016-3,-31.25317,-17.79599,-1.0995112226825428,0.09771582149570768,0.00409212774315684,0.04187784209885185,1.6300000000000001
ND-1016-3,-31.24751,-17.78774,-1.0995657637481515,0.09137104855144589,0.00388643212013855,0.04253461224044425,1.6400000000000001
ND-1016-3,-31.24186,-17.7795,-1.0996209027800563,0.08856670790991647,0.0040561637662572,0.04579783828459372,1.6500000000000001
ND-1016-3,-31.2362,-17.77125,-1.099675443845666,0.08939412674347355,0.00558451733463153,0.06247074095434626,1.6600000000000001
ND-1016-3,-31.23055,-17.763,-1.099732100213431,0.0865267733634428,0.00219493751637095,0.02536714858361172,1.67
ND-1016-3,-31.22489,-17.75476,-1.0997851239431784,0.08462506785883196,0.00435300063507063,0.05143866640475996,1.68
ND-1016-3,-31.21923,-17.74651,-1.099839665008787,0.08534758261714051,0.00525672485345494,0.06159195951730715,1.69
ND-1016-3,-31.21358,-17.73826,-1.0998963213765531,0.08102570790672654,0.00567866896587494,0.07008478065272807,1.7
ND-1016-3,-31.20792,-17.73001,-1.0999508624421628,0.08115174251629434,0.00312127105969212,0.03846215697790362,1.71
ND-1016-3,-31.20227,-17.72177,-1.100006001474066,0.0764837248289256,0.00449043820072881,0.05871102918657234,1.72
ND-1016-3,-31.19661,-17.71352,-1.1000605425396746,0.07618091271977867,0.00444941653487946,0.05840592316406151,1.73
ND-1016-3,-31.19096,-17.70527,-1.1001171989074408,0.07596477792951065,0.00388678512579935,0.0511656221703957,1.74
ND-1016-3,-31.1853,-17.69703,-1.1001702226371879,0.07577117096009992,0.00454111669891238,0.05993198523094856,1.75
ND-1016-3,-31.17964,-17.68878,-1.100224763702797,0.07916464591341271,0.00423047466202137,0.05343893872333498,1.76
ND-1016-3,-31.17399,-17.68053,-1.1002814200705628,0.08363032156367678,0.00567358878003138,0.06784128858946777,1.77
ND-1016-3,-31.16833,-17.67229,-1.1003344438003102,0.08224203759068924,0.00496656696346185,0.06038963903326404,1.78
ND-1016-3,-31.16268,-17.66404,-1.100391100168076,0.08652025031136057,0.00669363050576139,0.07736489991271422,1.79
ND-1016-3,-31.15702,-17.65579,-1.1004456412336845,0.08496700617560775,0.00426210434284634,0.05016187499930891,1.8
ND-1016-3,-31.15137,-17.64755,-1.1005007802655888,0.0871942029713171,0.00512445065611675,0.05877054301193013,1.81
ND-1016-3,-31.14571,-17.6393,-1.1005553213311992,0.08755681228243657,0.00363110764668607,0.04147144639040789,1.82
ND-1016-3,-31.14005,-17.63105,-1.1006098623968077,0.08295885678570517,0.00407479116461947,0.04911821742126049,1.83
ND-1016-3,-31.1344,-17.6228,-1.1006665187645717,0.0784798341243401,0.00365637750587118,0.04659002591771763,1.84
ND-1016-3,-31.12874,-17.61456,-1.10071954249432,0.07555116916485313,0.00407038094764022,0.05387581678264467,1.85
ND-1016-3,-31.12309,-17.60631,-1.1007761988620857,0.07257740868138461,0.00335029537537139,0.04616168359054005,1.86
ND-1016-3,-31.11743,-17.59806,-1.1008307399276949,0.07246247205560194,0.00419426343529637,0.05788187066096817,1.87
ND-1016-3,-31.11178,-17.58982,-1.1008858789595977,0.07258449895632513,0.00480457757727917,0.0661928875498629,1.8800000000000001
ND-1016-3,-31.10612,-17.58157,-1.1009404200252078,0.06944609909736725,0.00561184007459554,0.08080857164817049,1.8900000000000001
ND-1016-3,-31.09481,-17.56508,-1.1010501001227209,0.06793296248068922,0.00521128994849472,0.07671224333807172,1.9100000000000001
ND-1016-3,-31.08915,-17.55683,-1.1011046411883298,0.06888711024625814,0.00634105796290323,0.09204999222982606,1.92
ND-1016-3,-31.0835,-17.54858,-1.101161297556095,0.06863283380162197,0.00353272749565501,0.05147284907200683,1.93
ND-1016-3,-31.07784,-17.54033,-1.1012158386217037,0.06986348658839006,0.00537358844159371,0.07691554922320035,1.94
ND-1016-3,-31.07219,-17.53209,-1.101270977653608,0.07671469195648589,0.00558359543803756,0.07278391264615504,1.95
ND-1016-3,-31.06653,-17.52384,-1.1013255187192177,0.07432261359069611,0.00379001614174281,0.05099411819146866,1.96
ND-1016-3,-31.06087,-17.51559,-1.1013800597848271,0.0772296437590445,0.00478104885066838,0.0619069131742365,1.97
ND-1016-3,-31.05522,-17.50735,-1.1014351988167306,0.07280982137304623,0.00448666635363491,0.06162171900748336,1.98
ND-1016-3,-31.04865,-17.49819,-1.1014353249495583,0.0722554798913084,0.00577994398110681,0.07999315747125886,2
ND-1016-3,-31.0428,-17.49008,-1.1014284325721402,0.07345870339119483,0.00708109774278972,0.0963956266023408,2.0100000000000002
ND-1016-3,-31.03695,-17.48197,-1.1014215401947227,0.07433142858037403,0.00605449403300626,0.0814526795547806,2.02
ND-1016-3,-31.02526,-17.46574,-1.1014113880779028,0.07221673690777522,0.00439464104813374,0.06085349790514551,2.04
ND-1016-3,-31.01941,-17.45763,-1.101404495700484,0.07207315860132371,0.00474764311743719,0.06587255518658502,2.05
ND-1016-3,-31.01356,-17.44952,-1.101397603323066,0.06980358017412061,0.0046276743148616,0.06629565852235893,2.06
ND-1016-3,-31.00771,-17.44141,-1.1013907109456482,0.07482665342398602,0.00447591588278221,0.05981713303975509,2.07
ND-1016-3,-31.00186,-17.4333,-1.10138381856823,0.0752166771312783,0.00487366152785374,0.06479495922623084,2.08
ND-1016-3,-30.99601,-17.42519,-1.1013769261908108,0.07523317062046248,0.00233907764566791,0.03109104170909038,2.09
ND-1016-3,-30.99016,-17.41708,-1.1013700338133927,0.07402404136557468,0.003583286802724,0.04840706798251675,2.1
ND-1016-3,-30.98432,-17.40896,-1.1013667740739927,0.07621504127747192,0.00324754216679824,0.04261025267932481,2.11
ND-1016-3,-30.97847,-17.40085,-1.1013598816965746,0.07774446816073363,0.00363673976461666,0.04677811618825206,2.12
ND-1016-3,-30.97262,-17.39274,-1.1013529893191558,0.07675618465632829,0.00763954569309953,0.09953003431977751,2.13
ND-1016-3,-30.96677,-17.38463,-1.1013460969417366,0.07732689110660194,0.00405729724670111,0.05246942155100709,2.14
ND-1016-3,-30.96092,-17.37652,-1.1013392045643196,0.07855884248461832,0.00481005668912123,0.06122871133269355,2.15
ND-1016-3,-30.95507,-17.36841,-1.1013323121868996,0.07490410547046056,0.00238731375560475,0.03187160090372112,2.16
ND-1016-3,-30.94922,-17.3603,-1.1013254198094826,0.0741508047268831,0.00321860068144821,0.04340614634329543,2.17
ND-1016-3,-30.94338,-17.35218,-1.1013221600700815,0.07161984034370093,0.0056000368352805,0.0781911382154182,2.18
ND-1016-3,-30.93753,-17.34407,-1.1013152676926627,0.06796286484298084,0.00476451936524143,0.07010474582331433,2.19
ND-1016-3,-30.93168,-17.33596,-1.1013083753152453,0.06855063843208173,0.00348136757423571,0.05078534137482863,2.2
ND-1016-3,-30.92583,-17.32785,-1.1013014829378265,0.0663135896178694,0.00457245053257684,0.06895193819133437,2.21
ND-1016-3,-30.91998,-17.31974,-1.1012945905604083,0.06984671021236499,0.00613527626146759,0.0878391586778193,2.22
ND-1016-3,-30.90828,-17.30352,-1.1012808058055723,0.06800506422459952,0.00551595574811161,0.08111095564727555,2.24
ND-1016-3,-30.90244,-17.29541,-1.101276028730308,0.06809030258558818,0.00456664075434986,0.06706741754612841,2.25
ND-1016-3,-30.89659,-17.28729,-1.1012706536887529,0.0698822234515034,0.00483279846051403,0.06915633507093377,2.2600000000000002
ND-1016-3,-30.89074,-17.27918,-1.101263761311334,0.07103623164253195,0.0032762586142303,0.04612095178017146,2.27
ND-1016-3,-30.88489,-17.27107,-1.1012568689339153,0.06921659754817602,0.00475425096955675,0.06868657428946445,2.2800000000000002
ND-1016-3,-30.87904,-17.26296,-1.1012499765564965,0.06788085527386836,0.00485417598020345,0.07151023599539316,2.29
ND-1016-3,-30.87319,-17.25485,-1.101243084179079,0.06790509186578197,0.00407431095062064,0.06000008009228144,2.3000000000000003
ND-1016-3,-30.86734,-17.24674,-1.1012361918016609,0.06819689474891213,0.0033914486449162,0.04973025029076281,2.31
