x,y,z,mg_ca,std,relstd
0.67695,11.86495,-0.78895,0.20619495738733967,0.007696306006380723,0.03732538420870846
0.67695,11.96495,-0.79062,0.19370678459752239,0.03052999407544773,0.15760931729305172
0.67695,12.06495,-0.7923,0.17394957556407706,0.007711858201267894,0.044333871906615314
0.67695,12.16495,-0.79397,0.11800603359727349,0.012826078995975921,0.10869002715359688
0.67695,12.26495,-0.79565,0.14180146078201217,0.01758638830228347,0.12402120687119426
0.67695,12.36495,-0.79732,0.14889343479988762,0.016987727098639376,0.11409319102263196
0.67695,12.46495,-0.799,0.17675071666852676,0.013282139307204894,0.0751461694614446
0.67695,12.56495,-0.80067,0.17883216919102113,0.018988717029481014,0.10618177431599597
0.67695,12.66495,-0.80235,0.2387100763324872,0.024074020485740505,0.10085045782570577
0.67695,12.76495,-0.80402,0.2247924159405652,0.022686278353449264,0.10092101309791289
0.67695,12.86495,-0.8057,0.261814906263091,0.012153342341824441,0.0464195966352346
0.67695,12.96495,-0.80737,0.31779011792036277,0.03573646762491091,0.11245304875674693
0.77695,12.96495,-0.80032,0.3674433323076739,0.05248279105395078,0.14283234022601612
0.77695,12.86495,-0.79864,0.24789448998196223,0.016609608962771027,0.06700273557504084
0.77695,12.76495,-0.79697,0.25588489662080416,0.016097557803424766,0.06290937064284703
0.77695,12.66495,-0.79529,0.24675439636292143,0.02012939972648534,0.08157666093567557
0.77695,12.56495,-0.79362,0.20713983319514062,0.027265735483363723,0.13162961011790253
0.77695,12.46495,-0.79194,0.17674554681060856,0.014249627466297085,0.08062227152781537
0.77695,12.36495,-0.79027,0.1390044133447464,0.021762560379597937,0.1565602116935983
0.77695,12.26495,-0.78859,0.13370277744075304,0.016436058000321305,0.1229298172777639
0.77695,12.16495,-0.78692,0.16910230186750952,0.018464357707395036,0.10919045751288313
0.77695,12.06495,-0.78524,0.15315876487319868,0.01205295487959844,0.07869582187854005
0.77695,11.96495,-0.78357,0.1780303474737745,0.0060036296785053525,0.033722507222482066
0.77695,11.86495,-0.78189,0.17930199883701342,0.009936884788114247,0.05541982160024292
0.77695,11.76495,-0.78022,0.21604911399180912,0.013710470662933601,0.06345997171482681
0.77695,11.66495,-0.77854,0.22608489030690576,0.016720288489292683,0.07395579804822526
0.77695,11.56495,-0.77687,0.23027431736723444,0.019627705155596472,0.08523618864666878
0.77695,11.46495,-0.77519,0.19912426585549603,0.017959468912288452,0.09019226679947483
0.77695,11.36495,-0.77352,0.14267050278062757,0.015117081176421047,0.10595800029993103
0.77695,11.26495,-0.77184,0.1506018833256364,0.0068115117570779525,0.0452285961281764
0.77695,11.16495,-0.77017,0.1827801610473164,0.008667670682010683,0.04742128813294392
0.77695,11.06495,-0.76849,0.20540500389345015,0.008221732845553322,0.04002693551622621
0.77695,10.96495,-0.76682,0.21806673156999135,0.007696314506580605,0.03529339139065499
0.77695,10.86495,-0.76514,0.24651447668595572,0.015053465866040318,0.06106524074534376
0.77695,10.76495,-0.76347,0.2693808870800921,0.011506288331114473,0.04271382597271436
0.77695,10.66495,-0.76179,0.18013450099679737,0.007883695375056763,0.04376560476439174
0.77695,10.56495,-0.76012,0.13391732283933205,0.013462775052065723,0.10053049722490161
0.77695,10.46495,-0.75844,0.46978735858779685,0.06854715553073507,0.14591102607952475
0.77695,10.36495,-0.75677,1.4885625443176855,0.9696203629381834,0.6513803310714295
0.87695,10.26495,-0.74804,0.8600221776457957,0.1449577502884375,0.1685511770001576
0.87695,10.36495,-0.74971,1.032259020246697,0.16582648203899508,0.16064425574054525
0.87695,10.46495,-0.75139,0.15671298501201508,0.013717837374004761,0.08753478451675861
0.87695,10.56495,-0.75306,0.17765038992051435,0.009746027506908906,0.05486071553949049
0.87695,10.66495,-0.75474,0.23100923881509233,0.007862417970400567,0.034035080201679356
0.87695,10.76495,-0.75642,0.22429024033979555,0.007296660749754861,0.03253222582801889
0.87695,10.86495,-0.75809,0.2772291701594588,0.011685504315561318,0.04215106335613947
0.87695,10.96495,-0.75977,0.2517028022933095,0.00869299490468384,0.03453674264044898
0.87695,11.06495,-0.76144,0.22161414320376238,0.005131219925274723,0.0231538468217565
0.87695,11.16495,-0.76312,0.16376814484442315,0.012085902334269325,0.0737988596362908
0.87695,11.26495,-0.76479,0.1616014776757026,0.012568234757986867,0.07777301877900185
0.87695,11.36495,-0.76647,0.14676125923403746,0.01213322768484166,0.08267323235141386
0.87695,11.46495,-0.76814,0.18991096081287612,0.00844185516374422,0.04445164790705358
0.87695,11.56495,-0.76982,0.24721515201015642,0.006628862230877336,0.026814142163118705
0.87695,11.66495,-0.77149,0.22626488826057808,0.018798466025907776,0.08308167551060115
0.87695,11.76495,-0.77317,0.2523694099750676,0.033219709139486533,0.1316312826612719
0.87695,11.86495,-0.77484,0.18091560939381496,0.01029319965494468,0.05689503348789857
0.87695,11.96495,-0.77652,0.16060735734675693,0.00850803051844471,0.05297410192781874
0.87695,12.06495,-0.77819,0.16620934333184262,0.010625857961172106,0.06393056941424297
0.87695,12.16495,-0.77987,0.18335159619988173,0.013618109944462903,0.0742732009249434
0.87695,12.26495,-0.78154,0.14059361806858237,0.016171066016887246,0.11501991512160181
0.87695,12.36495,-0.78322,0.15547637354163385,0.015962459993425535,0.1026680750895638
0.87695,12.46495,-0.78489,0.17918941213802533,0.010356888920291463,0.05779855403685234
0.87695,12.56495,-0.78657,0.184763354255271,0.024656684027730923,0.13345007795033312
0.87695,12.66495,-0.78824,0.26607425759722897,0.019227196355680744,0.07226251997961408
0.87695,12.76495,-0.78992,0.2614956414513391,0.01477756838764544,0.05651171968155099
0.87695,12.86495,-0.79159,0.2695164002451231,0.011108032192655605,0.0412146800066821
0.87695,12.96495,-0.79327,0.3793856723398422,0.031174332898021743,0.08217055933018134
0.97695,12.86495,-0.78454,0.2505733228548738,0.009880300799235605,0.039430776934534416
0.97695,12.76495,-0.78286,0.2815581795341936,0.013231028272507226,0.0469921644414539
0.97695,12.66495,-0.78119,0.23784237309310347,0.01533828233585015,0.06448927554992892
0.97695,12.56495,-0.77951,0.20916999898829744,0.01763880201748701,0.08432759049003896
0.97695,12.46495,-0.77784,0.17952567154652416,0.014667155293690368,0.08169948713930514
0.97695,12.36495,-0.77616,0.17395514282928315,0.01397087113328864,0.08031306753028529
0.97695,12.26495,-0.77449,0.16775289771748556,0.015536232201931165,0.09261379334320591
0.97695,12.16495,-0.77281,0.13936198519895812,0.020134079750363437,0.14447325589987334
0.97695,12.06495,-0.77114,0.12031764720968112,0.017338146299683763,0.14410310292610745
0.97695,11.96495,-0.76946,0.17371589399836032,0.009890285551174438,0.05693368248312265
0.97695,11.86495,-0.76779,0.18262539852285992,0.013910290821474111,0.07616843513544973
