x,y,z,mg_ca,std,relstd
-21.7137,-52.933,6.53426,0.4326009089672616,0.03134707190525552,0.07246187249141403
-21.7137,-53.033,6.53525,0.40638304623918964,0.0185614907453271,0.04567486492633392
-21.7137,-53.133,6.53624,0.40706728181902935,0.03523201224588947,0.08655083279710166
-21.7137,-53.233,6.53724,0.41502729427453805,0.027040045139460733,0.06515245024240239
-21.7137,-53.333,6.53823,0.4188496418942364,0.03870316643800483,0.09240348460839261
-21.7137,-53.433,6.53922,0.4188697236062967,0.02306407619567729,0.055062648111935716
-21.7137,-53.533,6.54021,0.41609011022505993,0.034809620212392804,0.08365885022733309
-21.7137,-53.633,6.5412,0.537921796375078,0.02497303868730675,0.04642503586133502
-21.6137,-53.833,6.54472,0.5461393266464791,0.02797376470564516,0.05122093088848888
-21.6137,-53.733,6.54373,0.479264431842779,0.032243550684095616,0.06727716171241557
-21.6137,-53.633,6.54274,0.4828836087940864,0.040847659127033184,0.08459110722155748
-21.6137,-53.533,6.54175,0.4712787306818248,0.027786138678602253,0.05895903394240288
-21.6137,-53.433,6.54076,0.4501651208815637,0.025499213504866353,0.05664413416777146
-21.6137,-53.333,6.53976,0.43246037501541856,0.033128424440418136,0.0766045315463573
-21.6137,-53.233,6.53877,0.40321813238697307,0.02351656258182969,0.05832218517212062
-21.6137,-53.133,6.53778,0.3545343248920174,0.021766686774071297,0.06139514638166813
-21.6137,-53.033,6.53679,0.31530789455226366,0.024040341442910805,0.07624402007773394
-21.6137,-52.933,6.5358,0.41153245229915303,0.01767076612609356,0.04293893720257144
-21.6137,-52.833,6.53481,0.5198286592425261,0.029682648231731654,0.05710083063712579
-21.6137,-52.733,6.53382,0.48692683605897535,0.034689810488284435,0.07124234673334556
-21.6137,-52.633,6.53283,0.4922010167781429,0.04006992665596907,0.08140967874926269
-21.5137,-52.533,6.53338,0.4483447995948787,0.023605746338704263,0.052650875754629595
-21.5137,-52.633,6.53437,0.4474836971791972,0.028087175384675468,0.06276692438568954
-21.5137,-52.733,6.53536,0.5066975064558197,0.018468347493031483,0.03644846729602327
-21.5137,-52.833,6.53635,0.4544591657685236,0.024315441350988027,0.05350412794484812
-21.5137,-52.933,6.53734,0.38724278573652066,0.046648300155431276,0.12046267063880359
-21.5137,-53.033,6.53833,0.4040052092243161,0.03662005156795702,0.09064252324435858
-21.5137,-53.133,6.53932,0.43068564581432184,0.031827503178179804,0.07389961445778331
-21.5137,-53.233,6.54031,0.3935195015153331,0.03135123776876454,0.07966882873158694
-21.5137,-53.333,6.5413,0.4496939730145811,0.021986811968640243,0.04889283221042265
